,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.19,0.43,0.14,0.18,0.41,0.7,0.35,0.48,1.0,0.2,0.02,0.53,0.2,0.05,0.59,0.08
customsagetv.csv,0.04,0.07,0.0,0.27,0.05,0.0,0.0,0.0,0.08,0.04,0.02,0.05,0.23,0.1,0.08,1.0
fluidium.csv,0.27,0.3,0.05,0.36,0.0,0.2,0.16,0.3,0.15,0.25,0.24,0.21,0.3,1.0,0.2,0.1
guineu.csv,0.92,0.27,0.26,0.36,0.41,0.25,0.19,0.39,0.0,0.11,0.12,0.11,0.23,0.19,0.1,0.29
inkscape.csv,0.08,0.06,0.0,0.09,0.23,0.4,0.98,0.13,0.0,0.41,0.2,0.63,0.16,0.29,0.12,0.0
mpqc.csv,0.5,0.33,0.38,0.18,0.05,0.95,0.14,0.65,0.46,0.52,0.72,0.24,0.52,0.38,0.41,0.98
nsis.csv,0.85,0.98,1.0,0.73,0.95,0.9,0.98,0.57,0.62,0.91,1.0,0.84,0.75,0.81,0.75,0.87
octave.csv,0.46,0.37,0.24,0.18,0.86,0.3,0.47,0.61,0.38,0.27,0.02,0.11,0.41,0.1,0.54,0.71
owfs.csv,0.5,0.16,0.1,0.91,0.36,0.05,0.09,0.43,0.69,0.3,0.1,0.11,0.36,0.05,0.22,0.06
owlib.csv,0.65,0.97,1.0,1.0,0.73,0.45,0.44,0.52,0.77,0.46,0.59,0.5,0.66,0.62,0.44,0.33
pamguard.csv,0.85,0.5,0.55,0.73,0.68,0.4,0.42,0.48,0.69,0.54,0.58,0.76,0.77,0.62,1.0,0.25
prelude.csv,0.88,0.9,0.95,0.73,1.0,0.7,0.88,0.91,0.92,0.77,0.67,0.89,0.82,0.48,0.88,0.85
robocode.csv,0.46,0.3,0.67,0.73,0.68,0.2,0.28,0.96,0.54,0.54,0.26,0.21,0.61,0.52,0.51,0.58
uwom-server.csv,0.46,0.16,0.02,0.09,0.41,0.05,0.35,0.57,0.54,0.91,0.06,0.18,0.34,0.29,0.41,0.33
zengine.csv,0.92,0.9,0.86,0.82,0.82,0.75,0.95,0.83,0.77,0.86,0.55,0.95,0.98,0.67,0.93,0.73
zildo.csv,0.65,0.4,0.55,0.82,0.45,0.15,0.33,0.39,0.69,0.39,0.28,0.32,0.98,0.38,0.42,0.6
