,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.23,0.11,0.0,0.75,0.28,0.11,0.15,0.62,0.12
arsenal-1.csv,0.19,0.11,0.65,0.06,0.1,0.11,0.1,0.09,0.6
barracudamvc.csv,0.73,0.5,0.0,0.23,0.09,0.63,0.09,0.27,0.37
irplus.csv,0.51,0.44,0.37,0.62,0.71,0.52,0.67,0.66,0.42
lite.csv,0.41,0.15,0.6,0.31,0.41,0.34,0.54,0.78,0.63
mevenide.csv,0.39,0.42,0.09,0.0,0.15,0.15,0.0,0.09,0.79
mumble.csv,0.63,0.32,0.47,0.17,0.79,0.61,0.47,0.57,0.27
ontopia.csv,0.22,0.42,0.4,0.54,0.69,0.8,0.38,0.5,0.17
openintents.csv,0.37,0.67,0.0,0.35,0.29,0.51,0.43,0.46,0.47
