,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.4,0.17,0.42,0.89,0.6,0.69,0.4,0.67,0.88,0.16,1.0,0.69,0.83,0.47
carabiner.csv,0.37,0.49,0.48,0.59,0.93,0.24,0.4,0.71,1.0,0.79,0.53,0.44,0.67,0.34
elvishrayrenderer.csv,0.87,0.09,0.84,0.23,0.4,0.1,1.0,0.23,0.0,0.74,0.09,0.69,0.22,0.22
fleet-simulator.csv,1.0,1.0,1.0,0.77,0.93,0.73,1.0,1.0,0.0,1.0,0.51,0.94,0.94,1.0
gmerlin.csv,0.0,0.86,1.0,0.98,1.0,0.94,0.4,0.29,1.0,0.47,0.99,0.75,0.83,1.0
gnome-jabber.csv,0.7,0.69,0.84,0.7,0.6,0.18,0.2,0.76,0.62,0.79,0.66,0.5,0.67,0.59
ipfilter.csv,0.62,0.63,0.52,0.89,0.6,0.88,1.0,0.59,0.12,0.11,0.98,0.69,0.94,0.56
irplus.csv,0.24,0.14,0.39,0.3,0.13,0.08,0.0,0.48,0.0,0.42,0.38,0.38,0.56,0.28
mevenide.csv,0.03,0.0,0.03,0.09,0.13,0.02,0.0,0.0,0.0,0.0,0.19,0.12,0.17,0.06
moving-pictures.csv,0.16,0.2,0.29,0.5,0.93,0.02,0.4,0.15,0.88,0.32,0.39,0.44,0.44,0.16
opensim4opencog.csv,0.3,0.14,0.29,0.39,0.47,0.24,0.4,0.52,0.0,0.37,0.93,0.38,0.56,0.25
rockbox.csv,0.12,0.29,0.23,0.23,0.07,0.22,0.0,0.44,0.12,0.11,0.15,0.19,0.39,0.25
ta3d.csv,0.13,0.0,0.13,0.07,0.0,0.14,0.0,0.0,0.0,0.11,0.15,0.56,0.06,0.0
xcmetadataservicestoolkit.csv,0.76,0.26,0.42,0.39,0.33,0.51,1.0,1.0,0.12,0.11,0.85,1.0,0.94,0.25
