,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.0,0.91,1.0,0.23,0.0,0.8,0.69,0.26,0.84,0.72
betoffice.csv,0.42,0.35,0.01,0.72,0.28,0.1,0.02,0.54,0.49,0.28
bnetd.csv,0.89,0.74,0.48,0.58,0.5,0.1,0.76,0.03,0.49,0.38
graphmak.csv,0.11,0.02,0.01,0.07,0.2,0.0,0.07,0.11,0.16,0.13
hazelcast.csv,0.42,0.87,0.27,0.86,0.67,0.0,0.78,0.54,0.8,0.64
megasquirtavr.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pdfedit.csv,0.32,0.37,0.3,0.0,0.3,0.3,0.24,0.49,0.56,0.51
stajistics.csv,0.11,0.46,0.4,0.21,0.76,0.0,0.16,0.37,0.47,0.0
twostep.csv,0.16,0.43,0.25,0.3,0.5,0.0,0.47,0.26,0.0,0.22
xharbour.csv,0.05,0.91,0.45,0.81,0.54,0.9,0.71,0.89,0.96,0.74
