,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.65,0.42,0.53,0.63,0.62,0.69,0.55,0.74,0.51,0.59
betoffice.csv,0.95,0.63,0.8,0.46,0.77,0.55,0.58,0.57,0.62,0.69
bnetd.csv,0.38,0.43,0.49,0.35,0.37,0.42,0.43,0.5,0.45,0.57
graphmak.csv,0.93,0.58,0.67,0.88,0.92,0.83,0.8,0.9,0.83,0.79
hazelcast.csv,0.31,0.37,0.44,0.35,0.33,0.35,0.35,0.37,0.38,0.36
megasquirtavr.csv,0.39,0.39,0.86,0.35,0.4,0.41,0.39,0.42,0.42,0.44
pdfedit.csv,0.47,0.59,0.7,0.52,0.62,0.61,0.95,0.61,0.73,0.58
stajistics.csv,0.73,0.46,0.88,0.7,0.42,0.48,0.91,0.58,0.37,0.68
twostep.csv,0.47,0.47,0.78,0.69,0.37,0.48,0.54,0.5,0.48,0.55
xharbour.csv,0.39,0.44,0.49,0.38,0.57,0.44,0.5,0.48,0.46,0.54
