,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.64,0.92,1.0,0.58,0.05,0.98,0.76,0.79,0.89,0.76
betoffice.csv,0.96,0.66,0.8,0.78,0.5,0.66,0.03,0.76,0.73,0.72
bnetd.csv,0.9,0.77,0.52,0.61,0.53,0.43,0.82,0.03,0.54,0.55
graphmak.csv,0.87,0.02,0.9,0.89,0.89,0.78,0.96,0.85,0.82,0.68
hazelcast.csv,0.51,0.87,0.48,0.87,0.68,0.02,0.82,0.59,0.8,0.64
megasquirtavr.csv,1.0,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pdfedit.csv,0.69,0.7,0.81,0.02,0.75,0.62,0.82,0.71,0.89,0.67
stajistics.csv,0.78,0.58,0.85,0.71,0.82,0.58,0.92,0.55,0.52,0.17
twostep.csv,0.69,0.68,0.6,0.76,0.59,0.58,0.76,0.53,0.04,0.58
xharbour.csv,0.05,0.93,0.49,0.86,0.77,0.91,0.75,0.91,0.97,0.83
