,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,0.0,5.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0
betoffice.csv,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,4.0
bnetd.csv,0.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,9.0,10.0
graphmak.csv,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,5.0
hazelcast.csv,0.0,1.0,4.0,7.0,7.0,0.0,4.0,0.0,10.0,1.0
megasquirtavr.csv,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0
pdfedit.csv,2.0,0.0,17.0,0.0,5.0,2.0,4.0,2.0,14.0,14.0
stajistics.csv,0.0,9.0,7.0,0.0,7.0,0.0,4.0,2.0,0.0,0.0
twostep.csv,0.0,5.0,7.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
xharbour.csv,0.0,4.0,2.0,7.0,0.0,6.0,0.0,1.0,0.0,5.0
