,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,1.0,0.27,1.0,1.0,0.98,0.86,0.95
l2j.csv,0.07,0.45,0.1,0.54,0.59,0.39,0.61
libmesh.csv,0.16,0.13,0.3,0.3,0.43,0.45,0.0
mvdsv.csv,0.39,0.0,0.06,0.08,0.07,0.0,0.06
nova.csv,0.2,0.37,0.59,0.16,0.37,0.17,0.78
proftp.csv,0.0,0.01,0.08,0.32,0.13,0.04,0.27
