,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.23,0.34,0.09,0.45,0.36,0.73,0.01
l2j.csv,0.4,0.25,0.4,0.56,0.21,0.84,0.0
libmesh.csv,0.22,0.13,0.0,0.08,0.44,0.55,0.0
mvdsv.csv,0.19,0.0,0.6,0.77,0.25,1.0,0.0
nova.csv,0.53,0.14,0.05,0.45,0.32,0.71,0.01
proftp.csv,0.0,0.5,0.0,0.67,0.0,0.7,0.03
