,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,1.0,0.67,1.0,1.0,0.96,0.92,1.0
l2j.csv,0.15,0.71,0.67,0.83,0.27,0.78,0.0
libmesh.csv,0.15,0.1,0.0,0.03,0.62,0.21,0.0
mvdsv.csv,0.31,0.0,1.0,0.33,0.04,0.01,0.0
nova.csv,0.77,0.29,0.33,0.17,0.31,0.16,1.0
proftp.csv,0.0,0.05,0.0,0.8,0.0,0.04,1.0
