,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.42,0.46,0.42,0.39
jajuk.csv,0.37,0.37,0.34,0.31
vapor.csv,0.44,0.51,0.53,0.33
zorannt.csv,0.43,0.48,0.48,0.4
