,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.45,0.66,0.0,0.37,0.57,0.78,0.52,0.61
chaperon.csv,0.44,0.35,0.62,0.45,0.33,0.49,0.24,0.33
forester-atv.csv,0.73,0.27,0.4,0.18,0.74,0.24,0.05,0.61
gephex.csv,0.28,0.65,0.05,0.49,0.73,0.71,0.66,0.66
pokenetonline.csv,0.56,0.72,0.12,0.48,0.82,0.77,0.75,0.94
primefaces.csv,0.44,0.71,0.17,0.46,0.83,0.78,0.82,0.77
rcp-company-uibindings.csv,0.56,0.4,0.24,0.36,0.38,0.58,0.61,0.93
yarp0.csv,0.52,0.45,0.22,0.53,0.38,0.51,0.31,0.5
