,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.58,0.58,0.0,0.5,0.43,1.0,0.45,0.44
chaperon.csv,0.46,0.28,1.0,0.56,0.23,0.38,0.15,0.2
forester-atv.csv,0.77,0.17,0.75,0.12,0.73,0.15,0.02,0.44
gephex.csv,0.31,0.78,0.25,0.88,0.78,0.68,0.6,0.5
pokenetonline.csv,0.92,1.0,0.75,0.94,0.77,0.99,0.92,0.92
primefaces.csv,0.62,1.0,0.75,1.0,1.0,1.0,0.82,0.64
rcp-company-uibindings.csv,0.77,0.33,0.5,0.38,0.25,0.54,0.57,0.88
yarp0.csv,0.46,0.45,1.0,0.56,0.28,0.44,0.22,0.34
