,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.71,0.8,0.67,0.93,0.71,0.54,0.46,0.81,0.43,0.86,0.71,0.87,0.64,0.44,0.75,0.92,0.77,1.0,0.53
boost-sandbox.csv,0.57,0.61,1.0,0.41,0.15,0.41,0.47,0.66,0.32,0.14,0.43,0.13,0.44,1.0,0.58,0.51,0.38,0.25,0.5
dspace-gsoc.csv,0.79,0.07,1.0,0.78,0.69,0.67,0.26,0.94,0.81,0.86,0.86,0.97,0.86,0.78,0.78,0.38,0.77,0.75,0.68
enlightenment.csv,1.0,0.98,1.0,0.97,0.98,0.95,0.65,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,0.98
fceugc.csv,0.5,0.49,0.67,0.81,0.73,0.51,0.65,0.58,0.86,0.71,0.67,0.57,0.49,0.44,0.53,0.31,0.38,1.0,0.71
gnukeda.csv,0.86,0.34,0.67,0.93,0.44,0.79,0.39,0.58,0.27,0.57,0.86,0.47,0.42,0.89,0.61,0.69,0.38,1.0,0.68
jaolt.csv,0.57,0.07,1.0,0.55,0.47,0.38,0.25,0.23,0.54,0.86,0.67,0.7,0.66,0.11,0.06,0.12,0.5,0.75,0.64
knowledge.csv,1.0,0.76,1.0,0.88,0.85,0.67,0.66,0.4,0.59,1.0,0.76,0.87,0.9,0.44,0.92,0.72,0.81,1.0,0.87
kowari.csv,0.57,0.44,1.0,0.72,0.45,0.28,0.33,0.74,0.65,0.71,0.52,0.7,0.48,1.0,0.83,0.24,0.62,0.75,0.7
lufa-lib.csv,0.57,0.41,0.67,0.41,0.61,0.54,0.55,0.56,0.3,0.29,0.52,0.3,0.48,1.0,0.31,0.69,0.65,0.5,0.5
maidsafe-dht.csv,0.71,0.76,1.0,0.55,0.92,0.36,0.25,0.64,0.73,0.43,0.71,0.83,0.52,0.22,0.78,0.06,0.88,0.75,0.48
pixel-commandos.csv,0.14,0.27,0.0,0.14,0.27,0.26,0.13,0.23,0.3,0.0,0.38,0.13,0.15,0.22,0.06,0.41,0.08,1.0,0.25
playerstage.csv,0.5,0.44,1.0,0.72,0.69,0.49,0.7,0.51,0.62,0.71,0.38,0.33,0.52,0.44,0.61,0.5,0.42,0.75,0.7
proftp.csv,0.14,0.0,0.33,0.09,0.15,0.33,0.02,0.13,0.35,0.29,0.38,0.7,0.0,0.0,0.0,0.0,0.38,0.25,0.23
tcvp.csv,0.0,0.02,0.0,0.0,0.0,0.03,0.07,0.08,0.0,0.0,0.0,0.0,0.01,0.89,0.0,0.01,0.0,0.0,0.03
theresa.csv,0.57,0.24,1.0,0.47,0.37,0.28,0.39,0.15,0.41,0.71,0.19,0.63,0.42,0.0,0.17,0.12,0.5,0.5,0.63
uwom.csv,0.79,0.44,0.0,0.72,0.27,0.59,0.77,0.6,0.0,0.71,0.62,0.73,0.62,0.44,0.25,0.56,0.0,1.0,0.86
xapian.csv,0.86,0.63,0.67,0.97,1.0,0.92,0.56,0.7,0.76,1.0,0.71,0.97,0.62,0.0,0.75,0.86,0.73,0.75,0.93
yaprm.csv,0.21,0.0,0.67,0.53,0.19,0.44,0.06,0.21,0.68,0.71,0.43,0.87,0.15,0.0,0.0,0.0,0.54,0.75,0.39
