,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.29,0.35,0.24,0.24,0.29,0.22,0.08
aime.csv,0.0,0.5,0.5,0.0,0.01,0.09,0.0
badtrinitycore.csv,0.0,0.0,0.11,0.06,0.53,0.15,0.08
electric-core.csv,0.12,0.0,0.04,0.05,0.22,0.07,0.05
geochat.csv,0.08,0.7,0.59,0.01,0.0,0.13,0.08
olsrd.csv,0.67,0.4,0.82,0.81,0.72,0.67,0.8
uwom.csv,0.08,0.0,0.2,0.11,0.01,0.13,0.34
