,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.41,0.72,0.27,0.41,0.74
nabu-library.csv,0.17,0.23,0.73,0.26,0.26
pcgen.csv,0.83,0.2,0.78,0.8,1.0
selenium.csv,0.35,0.27,0.54,0.5,0.81
tolven.csv,0.11,0.1,0.11,0.23,0.0
