,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.39,0.43,0.65,0.13,0.42
nabu-library.csv,0.23,0.3,0.44,0.31,0.82
pcgen.csv,0.63,0.69,0.39,0.46,0.68
selenium.csv,0.67,0.61,0.4,0.54,0.42
tolven.csv,0.43,0.6,0.0,0.65,0.06
