,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.48,0.35,0.53,0.12,0.39
nabu-library.csv,0.5,0.41,0.3,0.32,0.78
pcgen.csv,0.52,0.7,0.26,0.31,0.52
selenium.csv,0.68,0.61,0.29,0.4,0.38
tolven.csv,0.75,0.77,0.0,0.57,1.0
