,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.79,0.69,0.69,0.05,0.58,0.65,0.49,0.67,0.84
carabiner.csv,0.62,0.6,0.75,0.8,0.57,0.51,0.81,0.09,0.6
grisbi.csv,0.85,0.81,0.92,0.64,0.75,0.02,0.87,0.64,0.6
jmol.csv,0.63,0.59,0.04,0.65,0.59,0.77,0.83,0.66,0.57
minig.csv,0.88,0.66,0.61,0.65,0.07,0.64,0.65,0.87,0.63
mobicents.csv,0.69,0.02,0.57,0.7,0.73,0.68,0.71,0.8,0.64
x4x.csv,0.02,0.72,0.75,0.86,0.83,0.87,0.7,0.64,0.72
zabbix.csv,0.84,0.85,0.71,0.56,0.7,0.58,0.02,0.85,1.0
zxing.csv,0.61,0.51,0.69,0.5,0.55,0.32,0.64,0.55,0.02
