,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.34,0.42,0.35,0.51,0.48,0.33,0.49,0.6,0.34
carabiner.csv,0.36,0.45,0.37,0.83,0.53,0.44,0.73,0.65,0.45
grisbi.csv,0.29,0.35,0.32,0.43,0.33,0.32,0.35,0.42,0.32
jmol.csv,0.48,0.51,0.38,0.83,0.55,0.93,0.96,0.71,0.39
minig.csv,0.42,0.51,0.41,0.61,0.56,0.5,0.9,0.88,0.48
mobicents.csv,0.46,0.51,0.54,0.62,0.72,0.67,0.95,0.93,0.52
x4x.csv,0.41,0.46,0.46,0.84,0.43,0.6,0.72,0.66,0.38
zabbix.csv,0.34,0.39,0.38,0.5,0.42,0.47,0.67,0.54,0.35
zxing.csv,0.33,0.43,0.56,0.38,0.44,0.33,0.5,0.5,0.4
