,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.78,0.55,0.84,1.0,0.45,0.87,0.56,0.33,0.77
carabiner.csv,0.82,0.61,0.82,0.67,0.62,0.94,0.36,1.0,0.86
grisbi.csv,0.78,0.52,0.81,0.57,0.42,1.0,0.33,0.34,0.83
jmol.csv,0.81,0.59,0.99,0.78,0.49,1.0,0.43,0.47,0.83
minig.csv,0.69,0.59,0.85,0.78,1.0,1.0,0.77,0.38,0.85
mobicents.csv,0.79,0.99,0.94,0.75,0.44,1.0,0.86,0.33,0.91
x4x.csv,1.0,0.53,0.8,0.4,0.36,0.77,0.41,0.34,0.8
zabbix.csv,0.79,0.53,0.85,0.63,0.43,0.87,1.0,0.24,0.75
zxing.csv,0.82,0.65,0.84,0.67,0.47,0.96,0.46,0.39,1.0
