,x4x.csv,mobicents.csv,jmol.csv,bnetd.csv,minig.csv,grisbi.csv,zabbix.csv,carabiner.csv,zxing.csv
bnetd.csv,0.76,0.77,0.78,0.95,0.61,0.91,0.65,0.45,0.86
carabiner.csv,0.55,0.52,0.73,0.21,0.46,0.52,0.25,0.91,0.45
grisbi.csv,0.83,0.82,0.89,0.62,0.93,0.98,0.55,0.59,0.88
jmol.csv,0.52,0.57,0.99,0.36,0.5,0.23,0.18,0.36,0.68
minig.csv,0.43,0.41,0.61,0.36,0.93,0.36,0.35,0.14,0.41
mobicents.csv,0.52,0.98,0.45,0.31,0.3,0.32,0.29,0.23,0.38
x4x.csv,0.98,0.72,0.55,0.26,0.78,0.5,0.43,0.55,0.86
zabbix.csv,0.88,0.9,0.87,0.85,0.89,0.7,0.98,0.5,0.93
zxing.csv,0.64,0.65,0.38,0.67,0.61,0.71,0.49,0.68,0.98
