,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.7,1.0,0.54,0.0,0.0,0.75,0.75,0.0,1.0,1.0,1.0,1.0,0.99
fido.csv,0.11,0.58,0.0,0.0,0.01,1.0,0.56,0.04,0.0,0.15,0.0,0.24,0.9
fleet-simulator.csv,0.91,0.85,0.86,0.97,0.4,1.0,0.77,0.94,1.0,0.96,0.4,0.59,0.94
fluent-nhibernate.csv,0.15,0.29,0.66,0.5,0.23,0.25,0.51,0.57,0.67,0.06,0.2,1.0,0.28
galaxium.csv,0.72,0.8,0.77,0.59,0.76,0.5,0.67,0.76,1.0,0.81,1.0,0.94,0.93
itext.csv,0.83,0.87,0.83,0.71,0.92,0.5,0.88,0.82,0.67,0.44,1.0,1.0,0.89
mecat.csv,0.24,0.07,0.0,0.06,0.42,0.0,0.05,0.08,1.0,0.0,0.0,0.24,0.0
mediaportal.csv,0.37,0.09,0.31,0.12,0.53,0.0,0.16,0.54,0.67,0.26,0.2,0.59,0.28
ninject.csv,0.65,0.53,0.74,0.74,0.86,0.25,0.42,0.56,0.33,0.3,1.0,0.59,0.39
smartgwt.csv,0.43,0.56,0.46,0.21,0.75,1.0,0.81,0.4,0.0,0.07,1.0,1.0,0.66
sqlpower-library.csv,0.63,0.65,1.0,1.0,0.57,1.0,0.89,1.0,1.0,0.52,1.0,0.94,0.46
stuproa-cims.csv,0.48,0.62,0.34,0.26,0.62,0.0,0.0,0.48,0.33,0.0,0.6,0.65,0.79
uface.csv,0.52,0.56,0.86,0.68,0.99,1.0,0.93,0.92,1.0,0.33,1.0,1.0,0.94
