,sqlpower-library.csv,stuproa-cims.csv,galaxium.csv,itext.csv,smartgwt.csv,fido.csv,bzbyte.csv,mediaportal.csv,mecat.csv,fleet-simulator.csv,ninject.csv,fluent-nhibernate.csv,uface.csv
bzbyte.csv,0.72,0.43,0.52,0.0,0.0,0.08,0.82,0.0,0.1,0.93,0.15,0.17,0.8
fido.csv,0.19,0.32,0.0,0.0,0.02,0.38,0.65,0.07,0.0,0.26,0.0,0.27,0.79
fleet-simulator.csv,0.86,0.42,0.51,0.72,0.49,0.08,0.77,0.34,0.1,0.98,0.09,0.25,0.86
fluent-nhibernate.csv,0.26,0.29,0.55,0.6,0.36,0.06,0.64,0.4,0.16,0.11,0.15,0.52,0.41
galaxium.csv,0.79,0.41,0.73,0.7,0.38,0.13,0.72,0.34,0.09,0.83,0.19,0.19,0.77
itext.csv,0.79,0.42,0.49,0.75,0.58,0.07,0.83,0.35,0.09,0.59,0.25,0.18,0.81
mecat.csv,0.38,0.12,0.0,0.11,0.55,0.0,0.1,0.13,0.43,0.0,0.0,0.27,0.0
mediaportal.csv,0.52,0.16,0.45,0.21,0.5,0.0,0.27,0.41,0.29,0.41,0.29,0.44,0.43
ninject.csv,0.67,0.37,0.42,0.7,0.54,0.07,0.56,0.29,0.09,0.41,0.48,0.17,0.51
smartgwt.csv,0.56,0.34,0.35,0.27,0.59,0.09,0.81,0.29,0.0,0.12,0.19,0.19,0.74
sqlpower-library.csv,0.74,0.35,0.45,0.69,0.25,0.07,0.82,0.32,0.12,0.62,0.16,0.25,0.56
stuproa-cims.csv,0.58,0.59,0.41,0.39,0.68,0.0,0.0,0.35,0.1,0.0,0.14,0.39,0.77
uface.csv,0.64,0.36,0.49,0.65,0.48,0.09,0.85,0.35,0.13,0.5,0.21,0.19,0.96
