,f1,g,recall,precision,pf,wins
bzbyte.csv,0.17,0.09,0.75,0.09,0.65,0
fido.csv,0.19,0.13,0.11,0.24,0.05,2
fleet-simulator.csv,0.49,0.51,0.91,0.37,0.67,9
fluent-nhibernate.csv,0.36,0.33,0.29,0.47,0.2,5
galaxium.csv,0.41,0.56,0.77,0.27,0.69,6
itext.csv,0.49,0.6,0.83,0.35,0.63,11
mecat.csv,0.11,0.07,0.06,0.31,0.03,1
mediaportal.csv,0.41,0.33,0.28,0.79,0.03,12
ninject.csv,0.42,0.53,0.56,0.31,0.4,7
smartgwt.csv,0.29,0.47,0.56,0.28,0.47,4
sqlpower-library.csv,0.35,0.24,0.94,0.24,0.94,3
stuproa-cims.csv,0.39,0.49,0.48,0.28,0.17,8
uface.csv,0.48,0.56,0.93,0.32,0.66,10
