,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.74,0.43,0.55,0.37
jajuk.csv,0.18,0.58,0.59,0.57
vapor.csv,0.77,0.92,0.3,0.16
zorannt.csv,0.21,0.26,0.44,0.57
