,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.65,0.67,0.4,0.54,0.51,0.41,0.47,0.34
ibatisdb.csv,0.56,0.41,0.7,0.74,0.59,0.79,0.6,0.41
log4net.csv,0.87,0.71,0.95,0.95,0.65,0.97,0.7,0.59
ofbiz.csv,0.56,0.61,0.44,0.43,0.5,0.46,0.51,0.47
opensim4opencog.csv,0.45,0.38,0.42,0.39,0.51,0.41,0.57,0.36
openwbem.csv,0.47,0.48,0.49,0.51,0.63,0.58,0.47,0.48
power-architect.csv,0.57,0.45,0.43,0.54,0.42,0.46,0.47,0.43
x-ray-mule.csv,0.99,0.65,0.69,0.72,0.96,0.48,0.96,0.94
