,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.53,0.43,0.66,0.62,0.62,0.51,0.4
flexpay.csv,0.62,0.38,0.65,0.54,0.33,0.64,0.46
gabel.csv,0.44,0.94,0.65,0.55,0.53,0.95,0.4
genoviz.csv,0.62,0.5,0.59,0.61,0.67,0.89,0.86
img-browse-sort.csv,0.43,0.38,0.47,0.46,0.59,0.56,0.32
ontomorphtab.csv,0.42,0.41,0.42,0.43,0.36,0.47,0.35
passwordsafe.csv,0.45,0.66,0.5,0.5,0.6,0.57,0.4
