,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,libmesh.csv,openmsx.csv,doomlegacy.csv,quark.csv,pnotepad.csv,tango-cs.csv
doomlegacy.csv,0.46,0.49,0.39,0.3,0.44,0.56,0.54,0.45,0.38,0.4,0.5,0.39
gamestone.csv,0.91,0.44,0.93,0.52,0.68,0.0,0.4,0.91,0.61,0.89,0.83,0.36
gbif-providertoolkit.csv,0.58,0.86,0.7,0.96,0.59,0.55,0.86,0.69,0.95,0.57,0.61,0.92
heekscad.csv,0.34,0.58,0.37,0.34,0.35,0.34,0.45,0.59,0.4,0.33,0.4,0.35
igarden.csv,0.44,0.71,0.44,0.47,0.41,0.49,0.59,0.66,0.63,0.4,0.53,0.39
levent.csv,0.58,0.5,0.0,0.0,0.36,0.44,0.92,0.0,0.0,0.0,0.0,0.0
libmesh.csv,0.87,0.94,0.76,0.53,0.96,0.0,0.86,0.79,0.97,0.94,0.95,0.89
openmsx.csv,0.5,0.43,0.97,0.38,0.57,0.59,0.5,0.66,0.79,0.88,0.65,0.5
pnotepad.csv,0.4,0.58,0.36,0.31,0.34,0.42,0.44,0.4,0.31,0.34,0.42,0.32
quark.csv,0.49,0.5,0.8,0.88,0.91,0.0,0.8,0.8,0.75,0.54,0.88,0.62
tango-cs.csv,0.46,0.62,0.44,0.35,0.4,0.37,0.52,0.4,0.45,0.4,0.5,0.5
xcsoar.csv,0.36,0.67,0.39,0.39,0.45,0.48,0.39,0.42,0.43,0.34,0.6,0.39
