,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.63,0.35,0.8,0.97,0.98,1.0,0.99,0.86,0.41,0.62,0.05,0.43
emono.csv,0.46,0.89,0.95,0.97,0.8,0.87,0.93,0.96,0.57,0.95,0.36,0.38
freedom-erp.csv,0.05,0.13,0.15,0.06,0.14,0.0,0.01,0.31,0.01,0.02,0.0,0.02
jchassis.csv,0.0,0.0,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.09,0.0,0.0
jmoney.csv,0.12,0.4,0.4,0.35,0.36,0.7,0.03,0.34,0.41,0.15,0.5,0.76
jmonkeyengine.csv,0.56,0.75,0.6,0.5,0.22,0.37,0.55,0.07,0.7,0.79,0.82,0.95
jsidplay2.csv,0.24,0.13,0.25,0.18,0.78,0.6,0.21,0.77,0.23,0.2,0.0,0.05
matrex.csv,0.22,0.17,0.15,0.02,0.14,0.4,0.15,0.2,0.03,0.02,0.06,0.1
mediate.csv,0.17,0.94,0.15,0.27,0.2,0.43,0.87,0.83,0.21,0.79,0.0,0.1
mesa3d.csv,0.46,0.46,0.5,0.34,0.3,0.97,0.48,0.7,0.63,0.23,0.3,0.71
pustefix.csv,0.59,0.17,0.2,0.21,0.3,0.13,0.17,0.06,0.44,0.42,0.96,0.57
reaper3d.csv,0.56,0.67,0.65,0.48,0.38,0.0,0.51,0.77,0.33,0.15,0.04,0.26
