,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.44,0.8,0.78,0.78,0.64,0.97,0.75,0.91,0.98,0.93,0.93,0.79,0.66,0.65,0.95,0.76,0.56,0.67
doomlegacy.csv,0.73,0.0,0.91,0.37,0.74,0.81,0.86,0.12,0.23,1.0,0.7,0.79,0.74,0.12,1.0,0.46,0.78,0.17
elmo.csv,0.13,0.6,0.02,0.11,0.13,0.06,0.1,0.0,0.04,0.0,0.0,0.09,0.2,0.29,0.18,0.17,0.16,0.07
geochat.csv,0.11,1.0,0.56,0.5,0.18,0.06,0.27,0.59,0.54,0.21,0.03,0.03,0.12,0.41,0.36,0.27,0.24,0.53
gpac.csv,0.35,0.8,0.79,0.67,0.28,0.42,0.9,0.7,0.98,0.86,0.84,0.73,0.3,0.65,0.95,0.61,0.58,0.8
illumination.csv,0.0,1.0,0.06,0.63,0.0,0.94,0.03,0.0,0.0,0.93,0.79,0.3,0.0,0.76,1.0,0.0,0.0,0.23
ktc.csv,0.73,0.4,0.7,0.15,0.65,0.44,0.43,0.64,0.52,0.36,0.27,0.61,0.6,0.35,0.59,0.58,0.58,0.3
neoengine.csv,0.53,1.0,0.69,0.52,0.45,0.64,0.72,1.0,0.98,0.79,0.3,0.79,0.71,0.76,0.73,0.72,0.49,0.67
nicepress.csv,0.57,0.8,0.92,0.43,0.8,0.78,0.76,0.84,0.96,0.5,0.55,0.52,0.3,0.59,0.82,0.81,0.6,0.5
omseek.csv,0.23,0.0,0.12,0.0,0.18,0.08,0.15,0.04,0.1,0.36,0.13,0.61,0.04,0.18,0.23,0.11,0.44,0.07
open-ms.csv,0.68,0.0,0.58,0.15,0.57,0.28,0.49,0.02,0.04,0.07,0.19,0.67,0.72,0.47,0.55,0.48,0.58,0.07
pi-qmc.csv,0.44,1.0,0.87,0.7,0.49,0.58,0.52,0.91,0.98,0.5,0.28,0.76,0.71,0.82,0.82,0.63,0.53,0.67
rosegarden.csv,0.82,0.4,0.91,0.11,0.7,0.56,0.57,0.59,0.38,0.36,0.34,0.76,0.8,0.06,0.77,0.85,0.82,0.07
smarttag.csv,0.83,0.2,0.51,0.5,0.71,0.67,0.43,0.25,0.04,0.64,0.78,0.73,0.84,0.65,0.45,0.63,0.56,0.47
sylpheed-claws.csv,0.96,1.0,0.85,0.91,0.9,1.0,0.89,0.68,0.67,0.93,0.99,1.0,0.96,1.0,0.95,0.98,0.8,0.53
tango-cs.csv,0.64,0.0,0.65,0.63,0.7,0.83,0.64,0.57,0.57,0.64,0.7,0.67,0.61,0.71,0.73,0.64,0.58,0.87
xemeiah.csv,0.69,0.2,0.88,0.37,0.64,0.83,0.93,0.8,0.91,0.71,0.78,0.39,0.32,0.12,0.73,0.64,0.76,0.37
zscreen.csv,0.82,0.2,0.56,0.72,0.61,0.83,0.74,0.5,0.46,0.29,0.84,0.82,0.7,0.76,0.32,0.72,0.71,0.43
