,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,4.0,0.0,3.0,72.0,5.0,4.0,4.0,0.0,1.0,47.0,0.0
haphazard.csv,5.0,15.0,69.0,17.0,125.0,0.0,1.0,0.0,0.0,18.0,0.0
jicarilla.csv,0.0,150.0,1.0,281.0,125.0,49.0,2.0,0.0,0.0,2.0,0.0
jruby.csv,3.0,0.0,2.0,11.0,13.0,0.0,1.0,0.0,0.0,14.0,0.0
optalgtoolkit.csv,2.0,0.0,3.0,68.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0
ossim.csv,2.0,150.0,69.0,0.0,0.0,49.0,63.0,61.0,0.0,260.0,0.0
projectts.csv,3.0,0.0,4.0,60.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
qedo.csv,2.0,0.0,1.0,281.0,125.0,0.0,63.0,0.0,64.0,0.0,2.0
sabbu.csv,0.0,0.0,69.0,6.0,5.0,0.0,2.0,1.0,0.0,9.0,0.0
vxl.csv,5.0,0.0,4.0,73.0,125.0,1.0,1.0,1.0,3.0,0.0,0.0
zact.csv,0.0,150.0,69.0,3.0,0.0,5.0,63.0,0.0,64.0,0.0,1.0
