,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.61,0.69,0.79,0.7,0.84,0.8,0.78,0.06,0.86,0.83,0.96
haphazard.csv,0.98,0.88,1.01,0.9,1.01,0.95,0.57,0.98,0.08,0.96,0.9
jicarilla.csv,0.89,1.0,0.05,1.0,1.0,1.0,0.98,0.89,0.92,0.95,0.97
jruby.csv,0.54,0.92,0.71,0.75,0.8,0.72,0.66,0.61,0.75,0.76,0.11
optalgtoolkit.csv,0.61,0.74,0.89,0.84,0.73,0.05,0.68,0.76,0.77,0.57,0.86
ossim.csv,0.93,1.0,1.0,0.0,0.86,1.0,1.0,1.0,0.92,1.02,0.99
projectts.csv,0.49,0.95,0.86,0.67,0.75,0.97,0.03,0.75,0.58,0.95,0.9
qedo.csv,0.98,0.95,0.86,1.0,1.0,0.84,1.0,0.98,1.0,0.09,0.98
sabbu.csv,0.09,0.67,1.01,0.58,0.62,0.88,0.79,0.83,0.68,0.83,0.68
vxl.csv,0.97,0.08,0.76,0.93,1.01,0.95,0.89,1.0,0.85,0.98,0.82
zact.csv,0.91,1.0,1.0,0.94,0.0,0.74,1.0,0.68,1.0,0.92,0.99
