,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.68,0.56,0.41,0.63,0.32,0.53,0.49,0.99,0.45,0.46,0.2
haphazard.csv,0.04,0.19,0.0,0.14,0.0,0.06,0.5,0.02,0.93,0.06,0.13
jicarilla.csv,0.19,0.0,0.99,0.0,0.0,0.0,0.04,0.13,0.1,0.06,0.04
jruby.csv,0.6,0.3,0.56,0.35,0.43,0.56,0.46,0.62,0.59,0.43,0.97
optalgtoolkit.csv,0.65,0.58,0.18,0.39,0.62,0.96,0.55,0.44,0.35,0.72,0.38
ossim.csv,0.09,0.0,0.0,1.0,0.17,0.0,0.0,0.0,0.1,0.0,0.01
projectts.csv,0.65,0.21,0.47,0.68,0.59,0.13,0.98,0.49,0.72,0.23,0.37
qedo.csv,0.02,0.06,0.18,0.0,0.0,0.19,0.0,0.02,0.0,0.93,0.02
sabbu.csv,0.92,0.48,0.0,0.57,0.69,0.19,0.28,0.33,0.48,0.3,0.59
vxl.csv,0.36,0.93,0.61,0.14,0.0,0.06,0.37,0.0,0.18,0.11,0.28
zact.csv,0.11,0.0,0.0,0.07,1.0,0.36,0.0,0.37,0.0,0.29,0.02
