,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.68,0.36,0.4,0.12,0.07,0.52,0.54,0.99,0.24,0.12,0.84
haphazard.csv,0.06,0.16,0.0,0.05,0.0,0.1,0.58,0.04,0.96,0.04,0.2
jicarilla.csv,0.22,0.0,0.97,0.0,0.0,0.0,0.05,0.2,0.13,0.07,0.06
jruby.csv,0.61,0.4,0.53,0.1,0.08,0.48,0.52,0.71,0.35,0.12,0.99
optalgtoolkit.csv,0.66,0.39,0.21,0.07,0.12,0.97,0.58,0.53,0.23,0.22,0.5
ossim.csv,0.12,0.0,0.0,0.97,0.22,0.0,0.0,0.0,0.13,0.0,0.02
projectts.csv,0.65,0.39,0.55,0.14,0.12,0.52,0.99,0.58,0.42,0.14,0.87
qedo.csv,0.03,0.1,0.24,0.0,0.0,0.25,0.0,0.04,0.0,0.95,0.05
sabbu.csv,0.95,0.34,0.0,0.14,0.14,0.2,0.35,0.4,0.29,0.1,0.75
vxl.csv,0.42,0.96,0.7,0.04,0.0,0.1,0.72,0.8,0.2,0.04,0.37
zact.csv,0.16,0.0,0.0,0.09,1.0,0.35,0.0,0.47,0.0,0.07,0.03
