,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.6,0.26,0.41,0.07,0.04,0.38,0.54,0.98,0.16,0.07,0.85
haphazard.csv,0.2,0.17,0.0,0.03,0.0,1.0,0.77,1.0,1.0,0.03,0.88
jicarilla.csv,0.38,0.0,0.94,0.0,0.0,0.0,0.33,0.83,0.5,0.17,0.8
jruby.csv,0.64,0.26,0.48,0.06,0.04,0.39,0.64,0.76,0.22,0.07,0.98
optalgtoolkit.csv,0.59,0.26,0.33,0.04,0.07,1.0,0.6,0.68,0.18,0.12,0.81
ossim.csv,0.67,0.0,0.0,0.94,0.5,0.0,0.0,0.0,0.5,0.0,1.0
projectts.csv,0.67,0.24,0.44,0.07,0.06,0.36,1.0,0.69,0.28,0.08,0.87
qedo.csv,0.33,0.5,0.56,0.0,0.0,0.6,0.0,1.0,0.0,1.0,0.6
sabbu.csv,0.98,0.27,0.0,0.08,0.08,0.27,0.6,0.62,0.21,0.06,0.88
vxl.csv,0.38,1.0,0.54,0.02,0.0,0.5,0.59,0.69,0.29,0.02,0.83
zact.csv,0.83,0.0,0.0,0.17,1.0,0.4,0.0,0.93,0.0,0.04,0.67
