,0,1,2,3,4,5
doomlegacy.csv,0.6,0.71,0.6,0.71,0.67,0.71
bzbyte.csv,0.4,0.4,0.67,0.4,0.55,0.4
v8.csv,0.54,0.93,0.93,0.93,0.74,0.93
servicestack.csv,0.67,0.0,0.67,0.0,0.67,0.0
carabiner.csv,0.67,0.5,0.67,0.5,0.5,0.5
gephex.csv,0.43,0.57,0.43,0.57,0.63,0.57
mediaportal.csv,0.43,0.0,0.46,0.0,0.57,0.0
gnome-jabber.csv,0.75,0.95,0.75,0.95,0.67,0.95
fityk.csv,0.73,0.44,0.6,0.44,0.73,0.44
ngl.csv,0.63,0.81,0.58,0.81,0.62,0.81
codepurge.csv,0.18,0.0,0.0,0.0,0.2,0.0
bigdata.csv,0.47,0.95,0.82,0.95,0.93,0.95
salasaga.csv,0.35,0.0,0.31,0.0,0.35,0.0
ondex.csv,0.3,0.0,0.17,0.0,0.26,0.0
qdvdauthor.csv,1.0,0.8,0.75,0.8,0.89,0.8
gmerlin.csv,0.44,0.0,0.44,0.0,0.33,0.0
wsmt.csv,0.57,1.0,0.57,1.0,0.4,1.0
jstock.csv,0.0,0.0,0.67,0.0,0.0,0.0
poormans.csv,0.67,0.86,0.33,0.86,0.5,0.86
kolmafia.csv,0.8,0.77,0.86,0.77,0.8,0.77
synergyspace.csv,0.4,0.0,0.44,0.0,0.0,0.0
nebuladevice.csv,0.5,0.0,0.25,0.0,0.33,0.0
findbugs.csv,0.44,0.33,0.44,0.33,0.25,0.33
qmmp.csv,0.67,0.75,0.57,0.75,0.5,0.75
wxstudio.csv,0.5,0.44,0.55,0.44,0.55,0.44
free-evolution.csv,0.0,0.0,0.0,0.0,0.29,0.0
xapian.csv,0.44,0.57,0.5,0.57,0.5,0.57
quark.csv,0.44,0.5,0.44,0.5,0.4,0.5
les-indemodables.csv,0.62,0.89,0.62,0.89,0.62,0.89
mesa3d.csv,0.25,0.0,0.24,0.0,0.27,0.0
simplewebservices.csv,0.59,0.57,0.55,0.57,0.55,0.57
illumination.csv,0.29,0.0,0.0,0.0,0.4,0.0
ambulant.csv,0.0,0.0,0.0,0.0,0.0,0.0
kmess.csv,0.59,0.86,0.7,0.86,0.5,0.86
fleet-simulator.csv,1.0,1.0,0.0,1.0,0.91,1.0
tradelink.csv,0.0,0.0,0.0,0.0,0.0,0.0
opendvr.csv,0.67,0.57,0.5,0.57,0.67,0.57
pi-qmc.csv,0.0,1.0,0.29,1.0,0.0,1.0
google-gears.csv,0.33,0.77,0.75,0.77,0.75,0.77
bibletime.csv,0.8,0.86,0.92,0.86,1.0,0.86
ipfilter.csv,0.67,0.86,1.0,0.86,0.75,0.86
hibernate.csv,0.58,0.24,0.51,0.24,0.48,0.24
keyczar.csv,0.33,0.73,0.57,0.73,0.57,0.73
oscarmcmaster.csv,0.4,0.0,0.35,0.0,0.53,0.0
passwordsafe.csv,0.67,0.62,0.67,0.62,0.71,0.62
primefaces.csv,0.0,0.8,0.57,0.8,0.33,0.8
xtreemfs.csv,0.9,0.87,0.81,0.87,0.81,0.87
pixel-commandos.csv,0.4,0.0,0.33,0.0,0.29,0.0
open-ms.csv,0.53,0.0,0.35,0.0,0.4,0.0
pnotepad.csv,0.0,0.8,0.67,0.8,0.57,0.8
qedo.csv,0.0,0.0,0.15,0.0,0.0,0.0
tigermud.csv,0.0,0.75,0.0,0.75,0.29,0.75
mevenide.csv,0.67,0.8,0.4,0.8,0.22,0.8
xcf.csv,0.91,0.75,0.57,0.75,0.75,0.75
ninject.csv,0.0,0.0,0.29,0.0,0.0,0.0
xinity.csv,0.6,0.8,0.6,0.8,0.8,0.8
xmoto.csv,0.5,0.67,1.0,0.67,0.75,0.67
coot.csv,0.67,0.55,0.57,0.55,0.57,0.55
emite.csv,0.67,0.44,0.6,0.44,0.67,0.44
gss.csv,0.89,0.86,0.89,0.86,0.89,0.86
icescrum.csv,0.67,0.5,0.86,0.5,0.86,0.5
