,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.67,1.0,1.0,0.75,1.0,0.56,0.8,1.0,1.0,0.69,0.5,1.0,0.51,0.81
codeblocks.csv,0.68,0.76,0.73,0.75,0.63,0.68,0.77,0.54,1.0,0.84,0.85,0.61,0.38,0.33
ctrlr.csv,0.9,0.74,1.0,0.71,0.77,0.89,0.93,0.96,0.72,0.85,0.77,0.37,1.01,0.89
dvt.csv,0.73,0.77,0.62,0.79,0.92,0.76,0.43,0.62,1.0,0.96,0.58,0.56,1.0,0.56
flylinkdc.csv,0.38,0.83,0.97,0.82,0.72,0.49,0.92,0.69,0.88,0.64,0.64,0.67,1.0,0.64
kowari.csv,0.76,0.79,0.97,0.74,0.83,0.62,0.87,0.71,0.61,0.83,0.72,0.82,0.34,0.6
ldview.csv,0.98,0.73,1.0,0.64,1.0,0.98,0.84,0.74,0.85,0.47,0.83,0.85,0.9,1.01
maidsafe-dht.csv,0.74,0.79,0.52,0.64,0.88,0.36,0.67,0.85,0.66,0.68,0.78,0.94,0.71,0.66
n2cms.csv,0.74,0.73,0.54,0.39,0.79,0.52,0.59,0.66,0.42,0.61,0.59,0.87,0.71,0.61
nuttx.csv,0.52,0.85,0.85,0.9,0.58,0.67,0.94,0.58,0.82,0.69,0.74,0.77,0.41,0.66
rtb-team.csv,0.87,0.75,1.0,0.59,1.0,0.73,0.78,0.97,0.23,1.0,0.54,0.96,0.77,0.97
super-tux.csv,0.92,0.86,0.54,0.74,0.99,0.68,0.74,0.85,0.69,0.84,0.74,0.88,0.47,0.1
vdsf.csv,0.84,0.73,0.65,0.75,1.0,0.89,0.81,0.83,1.0,0.66,0.89,0.85,1.11,0.82
xbrlapi.csv,0.87,0.5,1.0,0.71,0.99,0.95,0.75,0.98,0.69,0.86,0.72,0.91,1.1,1.02
