,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.38,0.0,0.0,0.27,0.0,0.71,0.21,0.0,0.0,0.33,0.86,0.0,0.71,0.19
codeblocks.csv,0.35,0.43,0.35,0.25,0.39,0.71,0.26,0.76,0.0,1.0,0.19,0.43,0.71,0.74
ctrlr.csv,0.16,0.29,0.0,0.56,0.28,0.14,0.19,0.06,0.4,0.19,0.29,0.71,0.0,0.13
dvt.csv,0.84,0.55,0.45,0.27,0.09,0.36,0.67,0.75,0.0,0.86,0.67,0.76,0.0,0.47
flylinkdc.csv,0.7,0.79,0.75,0.9,0.55,0.71,0.88,0.34,0.6,0.43,0.52,0.52,1.0,0.39
kowari.csv,0.24,0.24,0.03,0.4,0.21,0.43,0.14,0.35,0.6,0.81,0.29,0.81,0.71,0.43
ldview.csv,1.0,0.62,1.0,0.67,1.0,1.0,0.81,0.33,0.2,0.67,0.95,0.19,0.86,0.88
maidsafe-dht.csv,0.27,0.26,0.67,0.44,0.57,0.79,0.43,0.88,0.87,0.33,0.24,0.43,0.57,0.37
n2cms.csv,0.84,0.71,0.68,0.75,0.28,0.71,0.55,0.36,0.6,0.52,0.76,0.19,0.86,0.42
nuttx.csv,0.54,0.19,0.15,0.1,0.74,0.36,0.07,0.59,0.2,0.43,0.29,0.24,1.0,0.37
rtb-team.csv,0.14,0.26,0.0,0.6,0.0,0.29,0.24,0.03,0.8,0.0,0.52,0.05,0.29,0.05
super-tux.csv,0.92,0.38,0.65,0.33,0.8,1.0,0.31,0.89,0.33,0.95,0.76,0.76,0.71,0.9
vdsf.csv,0.76,0.88,0.36,0.81,0.67,0.79,0.83,0.9,1.0,0.71,0.95,0.76,0.43,0.82
xbrlapi.csv,0.14,0.74,0.0,0.4,0.01,0.07,0.26,0.03,0.47,0.14,0.33,0.1,0.14,0.0
