,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.63,0.5,0.0,0.96,0.0,0.51,0.7,0.0,0.0,0.5,0.41,0.0,0.63,0.94
codeblocks.csv,0.74,0.42,0.61,0.89,0.97,0.43,0.55,0.43,0.0,0.48,0.68,0.82,0.52,0.47
ctrlr.csv,0.95,0.95,0.0,0.62,0.98,0.94,0.96,0.93,0.71,0.92,0.89,0.83,0.89,0.93
dvt.csv,0.4,0.44,0.53,0.83,0.95,0.52,0.64,0.45,0.0,0.51,0.4,0.61,0.8,0.45
flylinkdc.csv,0.51,0.45,0.28,0.44,0.62,0.47,0.56,0.49,0.45,0.45,0.4,0.67,0.35,0.51
kowari.csv,0.92,0.79,0.89,0.54,0.8,0.67,0.75,0.71,0.54,0.47,0.87,0.47,0.68,0.65
ldview.csv,0.37,0.41,0.26,0.4,0.53,0.4,0.54,0.78,0.93,0.65,0.49,0.95,0.33,0.49
maidsafe-dht.csv,0.91,0.55,0.43,0.53,0.65,0.54,0.4,0.41,0.41,0.58,0.8,0.47,0.33,0.49
n2cms.csv,0.37,0.35,0.41,0.48,0.7,0.36,0.32,0.48,0.5,0.44,0.36,0.59,0.32,0.4
nuttx.csv,0.55,0.83,0.98,0.89,0.7,0.75,0.8,0.43,0.89,0.48,0.71,0.85,0.51,0.46
rtb-team.csv,0.86,0.88,0.0,0.61,0.0,0.85,0.74,0.75,0.5,0.5,0.44,0.83,0.88,0.83
super-tux.csv,0.36,0.47,0.43,0.59,0.6,0.42,0.54,0.45,0.73,0.53,0.58,0.53,0.41,0.43
vdsf.csv,0.44,0.45,0.99,0.48,0.66,0.44,0.63,0.45,0.38,0.62,0.46,0.55,0.39,0.51
xbrlapi.csv,0.93,0.46,0.0,0.72,0.0,0.93,0.79,0.8,0.57,0.8,0.5,0.86,0.49,0.0
