,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.72,0.78,0.43,0.53,0.85,0.54,0.43,0.52,0.48,0.3,0.62,0.66,0.3,0.47,0.43,0.09
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.18,0.67,0.47,0.22
bionote.csv,0.52,0.87,0.4,0.13,0.36,0.07,0.28,0.42,0.41,0.41,0.34,0.69,0.64,0.62,0.42,0.05
bnetd.csv,0.86,0.9,0.38,0.41,0.53,0.42,0.58,0.67,0.45,0.66,0.71,0.96,0.27,0.76,0.42,0.16
emisview.csv,0.33,0.0,0.33,0.4,0.56,0.54,0.32,0.23,0.53,0.0,0.52,0.54,0.31,0.43,0.24,0.13
findbugs.csv,0.77,0.79,0.36,0.31,0.79,0.27,0.79,0.6,0.45,0.31,0.63,0.41,0.22,0.51,0.61,0.15
hazelcast.csv,0.79,0.76,0.53,0.48,0.97,0.49,0.65,0.56,0.42,0.69,0.56,0.88,0.29,0.74,0.45,0.19
jitterbit.csv,0.85,0.91,0.36,0.52,0.85,0.36,0.45,0.1,0.61,0.36,0.67,0.56,0.22,0.7,0.6,0.06
jppf-project.csv,0.62,0.57,0.3,0.24,0.81,0.29,0.65,0.64,0.3,0.69,0.41,0.85,0.27,0.64,0.46,0.09
kolmafia.csv,0.88,0.91,0.36,0.55,0.79,0.48,0.64,0.67,0.48,0.63,0.72,0.91,0.29,0.76,0.43,0.15
megasquirtavr.csv,0.86,0.9,0.51,0.44,0.91,0.46,0.77,0.59,0.42,0.82,0.69,0.9,0.2,0.57,0.55,0.15
qedo.csv,0.28,0.5,0.12,0.27,0.22,0.13,0.27,0.48,0.22,0.74,0.41,0.54,0.13,0.41,0.18,0.37
trackit.csv,0.27,0.32,0.23,0.27,0.37,0.24,0.72,0.12,0.28,0.69,0.3,0.3,0.2,0.21,0.35,0.02
wxlua.csv,0.45,0.78,0.28,0.43,0.33,0.25,0.55,0.08,0.38,0.94,0.66,0.63,0.17,0.46,0.44,0.15
x4x.csv,0.85,0.82,0.35,0.49,0.78,0.39,0.72,0.66,0.38,0.92,0.66,0.81,0.14,0.65,0.47,0.15
xharbour.csv,0.81,0.86,0.43,0.52,0.81,0.46,0.77,0.56,0.43,0.76,0.61,0.6,0.33,0.73,0.57,0.08
