,f1,g,recall,precision,pf,wins
atomsite.csv,0.5,0.56,0.55,0.565,0.3,15
betoffice.csv,0.585,0.38,0.745,0.51,0.865,5
bionote.csv,0.41,0.36,0.31,0.625,0.16,8
bnetd.csv,0.5549999999999999,0.45999999999999996,0.75,0.5549999999999999,0.6699999999999999,9
emisview.csv,0.33,0.38,0.33499999999999996,0.48,0.2,3
findbugs.csv,0.48,0.415,0.72,0.575,0.665,7
hazelcast.csv,0.56,0.59,0.77,0.575,0.63,14
jitterbit.csv,0.54,0.4,0.7,0.54,0.505,11
jppf-project.csv,0.515,0.455,0.59,0.455,0.6699999999999999,4
kolmafia.csv,0.635,0.55,0.8300000000000001,0.565,0.75,13
megasquirtavr.csv,0.58,0.375,0.9,0.515,0.885,6
qedo.csv,0.275,0.305,0.30000000000000004,0.44499999999999995,0.39,0
trackit.csv,0.275,0.26,0.22499999999999998,0.54,0.26,1
wxlua.csv,0.435,0.41,0.495,0.49,0.62,2
x4x.csv,0.655,0.49,0.775,0.545,0.79,10
xharbour.csv,0.585,0.595,0.775,0.495,0.665,12
