,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,1.0,0.29,1.0,0.3,0.92,0.78,0.82,0.75,0.81,0.75,0.98
aztec.csv,0.18,0.79,0.33,0.75,0.72,0.51,0.35,0.1,0.08,0.73,0.86
bl-toolkit.csv,0.72,0.83,0.33,1.0,0.94,0.48,1.0,0.49,0.85,0.43,1.0
clamav.csv,0.4,0.62,1.0,0.8,0.69,0.75,0.42,0.65,0.81,0.73,0.6
fm-classic.csv,0.06,0.0,1.0,0.0,0.0,0.27,0.15,0.0,0.04,0.09,0.04
kml.csv,0.72,0.67,1.0,0.75,0.75,0.96,0.69,0.62,0.73,0.96,0.99
lufa-lib.csv,0.64,0.67,0.33,0.65,0.61,0.49,0.66,0.41,0.69,0.88,0.3
mplayer-ce.csv,0.78,0.25,1.0,0.25,0.67,0.9,0.49,0.76,0.88,0.92,0.56
qmmp.csv,0.64,0.62,1.0,0.6,0.69,0.87,0.93,0.65,0.5,0.88,0.92
xapian.csv,0.7,0.54,1.0,0.2,0.44,0.81,0.85,0.6,0.73,0.31,0.75
xtreemfs.csv,0.64,0.92,0.33,0.65,0.78,0.78,0.85,0.24,0.5,0.85,0.99
