,bl-toolkit.csv,aztec.csv,fm-classic.csv,clamav.csv,kml.csv,auber.csv,lufa-lib.csv,qmmp.csv,xapian.csv,xtreemfs.csv,mplayer-ce.csv
auber.csv,0.82,0.28,0.08,0.37,0.67,0.78,0.63,0.68,0.42,0.81,0.62
aztec.csv,0.3,0.37,0.4,0.56,0.73,0.55,0.38,0.17,0.14,0.84,0.59
bl-toolkit.csv,0.8,0.13,0.08,0.53,0.64,0.44,0.6,0.46,0.33,0.55,0.62
clamav.csv,0.52,0.1,0.08,0.71,0.57,0.7,0.41,0.63,0.36,0.77,0.53
fm-classic.csv,0.11,0.0,0.55,0.0,0.0,0.41,0.26,0.0,0.07,0.16,0.08
kml.csv,0.77,0.25,0.09,0.57,0.75,0.76,0.6,0.61,0.54,0.9,0.62
lufa-lib.csv,0.73,0.22,0.07,0.51,0.59,0.49,0.65,0.52,0.35,0.89,0.36
mplayer-ce.csv,0.76,0.07,0.08,0.32,0.64,0.74,0.48,0.62,0.48,0.9,0.58
qmmp.csv,0.72,0.14,0.16,0.55,0.68,0.68,0.63,0.72,0.5,0.88,0.61
xapian.csv,0.68,0.09,0.08,0.27,0.51,0.73,0.57,0.58,0.6,0.43,0.59
xtreemfs.csv,0.72,0.29,0.12,0.51,0.76,0.66,0.62,0.36,0.49,0.9,0.62
