,guineu.csv,x4x.csv,amanda.csv,arsenal-1.csv,mvdsv.csv,fm-classic.csv,bnetd.csv,libmesh.csv,cascading.csv,twostep.csv,gnome-jabber.csv,free-evolution.csv,ipfilter.csv,l2j.csv,jruby.csv,stajistics.csv
amanda.csv,99.0,279.5,290.5,195.0,517.0,96.5,279.5,95.5,195.0,97.5,27.5,834.0,96.5,294.5,99.0,196.0
arsenal-1.csv,155.0,91.5,177.5,96.5,157.5,1038.0,98.5,124.0,70.0,94.5,0.0,304.0,95.5,195.5,97.5,14.5
bnetd.csv,99.0,379.0,482.5,96.5,659.5,194.0,98.5,193.0,293.5,196.5,196.0,1130.0,96.5,198.0,99.0,196.0
cascading.csv,99.0,86.5,482.5,195.0,374.0,96.5,186.0,193.0,293.5,238.5,90.5,445.5,96.5,195.5,97.5,196.0
fm-classic.csv,91.5,373.0,89.5,87.5,277.0,96.5,279.5,95.5,96.5,97.5,71.5,151.5,92.5,294.5,99.0,97.5
free-evolution.csv,97.5,91.5,386.0,195.0,659.5,316.5,186.0,95.5,293.5,97.5,294.5,847.5,197.5,98.5,99.0,196.0
gnome-jabber.csv,99.0,281.5,285.5,96.5,659.5,194.0,98.5,193.0,195.0,196.5,196.0,1130.0,96.5,198.0,98.5,559.0
guineu.csv,97.5,89.5,482.5,368.0,659.5,2474.5,98.5,92.5,91.5,91.5,294.5,1040.5,197.5,99.0,97.5,196.0
ipfilter.csv,99.0,283.5,456.5,195.0,2813.0,194.0,186.0,95.5,195.0,196.5,294.5,559.0,197.5,198.0,99.0,95.5
jruby.csv,97.5,167.0,87.5,285.5,659.5,194.0,90.5,95.5,293.5,196.5,294.5,329.0,197.5,99.0,98.5,957.5
l2j.csv,99.0,379.0,386.0,185.0,480.5,194.0,186.0,450.5,195.0,97.5,66.5,940.5,96.5,198.0,95.5,194.0
libmesh.csv,194.0,377.0,450.5,0.0,82.0,96.5,186.0,189.0,292.5,0.0,0.0,374.5,0.0,198.0,73.5,1035.5
mvdsv.csv,56.5,0.0,184.0,0.0,180.0,3.5,84.5,159.0,168.0,32.5,66.5,373.5,96.5,28.5,98.5,178.5
stajistics.csv,97.5,91.5,482.5,195.0,659.5,1782.5,186.0,193.0,195.0,97.5,294.5,930.0,197.5,99.0,99.0,95.5
twostep.csv,99.0,185.0,290.5,195.0,467.5,194.0,279.5,193.0,293.5,97.5,179.0,359.0,96.5,296.5,99.0,196.0
x4x.csv,97.5,282.5,482.5,187.0,273.5,2000.0,98.5,378.5,292.5,193.5,196.0,1220.5,96.5,197.5,98.5,196.0
