,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.31,0.26,0.48,0.18,0.0,0.37,0.51,0.16,0.28,0.6,0.11,0.56,0.0,0.72,0.61
atlc.csv,0.45,0.3,0.5,0.65,0.81,0.55,0.44,0.64,0.37,0.41,0.36,0.61,0.0,0.66,0.52
ipfilter.csv,0.4,0.36,0.57,0.31,0.25,0.41,0.53,0.66,0.0,0.42,0.13,0.64,0.0,0.48,0.96
liferea.csv,0.76,0.64,0.65,0.75,0.42,0.56,0.55,0.52,0.14,0.58,0.37,0.58,0.53,0.23,0.53
miranda-icq.csv,0.58,0.59,0.69,0.27,0.0,0.17,0.23,0.34,0.54,0.51,0.3,0.59,0.0,0.64,0.54
opensim4opencog.csv,0.79,0.67,0.62,0.79,0.44,0.77,0.55,0.6,0.28,0.56,0.58,0.57,0.64,0.58,0.52
pclasses.csv,0.83,0.5,0.17,0.1,0.02,0.69,0.16,0.54,0.0,0.1,0.05,0.0,0.32,0.4,0.15
pfaedit.csv,0.0,0.46,0.52,0.43,0.0,0.69,0.77,0.2,0.07,0.68,0.4,0.05,0.55,0.31,0.13
psrchive.csv,0.21,0.35,0.73,0.49,0.0,0.37,0.48,0.51,0.0,0.56,0.57,0.39,0.65,0.44,0.39
theresa.csv,0.21,0.61,0.65,0.43,0.12,0.93,0.7,0.26,0.0,0.46,0.63,0.41,0.51,0.47,0.45
thrust.csv,0.0,0.26,0.24,0.27,0.37,0.0,0.48,0.44,0.51,0.38,0.26,0.18,0.34,0.57,0.39
tktoolkit.csv,0.3,0.43,0.57,0.44,0.55,0.68,0.69,0.53,0.67,0.5,0.61,0.21,0.0,0.64,0.21
tzod.csv,0.3,0.64,0.61,0.64,0.81,0.95,0.62,0.47,0.21,0.58,0.45,0.59,0.7,0.53,0.62
yaprm.csv,0.48,0.42,0.47,0.1,0.0,0.68,0.35,0.39,0.49,0.65,0.52,0.18,0.59,0.56,0.18
