,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.18,0.08,0.16,0.0,0.0,0.26,0.17,0.14,0.13,0.55,0.03,0.34,1.0,0.18,0.16
atlc.csv,0.55,0.21,0.51,0.66,0.24,0.68,0.57,0.53,0.89,0.61,0.88,0.47,1.0,0.61,0.26
ipfilter.csv,0.86,0.48,0.61,0.91,0.9,0.84,0.77,0.67,1.0,0.53,0.97,0.67,1.0,0.83,0.05
liferea.csv,0.55,0.33,0.52,0.3,0.1,0.8,0.4,0.22,0.26,0.45,0.55,0.33,0.0,0.33,0.32
miranda-icq.csv,0.68,0.42,0.55,0.93,1.0,0.96,0.31,0.9,0.72,0.5,0.23,0.34,1.0,0.53,0.16
opensim4opencog.csv,0.32,0.42,0.44,0.39,0.03,0.6,0.8,0.26,0.28,0.76,0.66,0.45,0.0,0.36,0.37
pclasses.csv,0.14,0.38,0.08,0.07,0.0,0.24,0.23,0.35,0.04,0.21,0.01,0.02,0.0,0.39,0.37
pfaedit.csv,0.07,0.08,0.37,0.14,0.0,0.24,0.2,0.16,0.09,0.58,0.13,0.03,0.0,0.22,0.0
psrchive.csv,0.29,0.12,0.15,0.73,1.0,0.34,0.63,0.53,0.02,0.53,0.7,0.88,0.0,0.25,0.84
theresa.csv,0.25,0.31,0.32,0.07,0.03,0.26,0.31,0.14,0.04,0.32,0.55,0.31,0.0,0.23,0.47
thrust.csv,0.07,0.19,0.31,0.16,0.03,0.1,0.43,0.68,0.26,0.45,0.17,0.25,0.0,0.58,0.68
tktoolkit.csv,0.41,0.85,0.6,0.82,0.38,0.3,0.63,0.75,0.55,0.47,0.16,0.95,1.0,0.58,0.95
tzod.csv,0.41,0.31,0.47,0.5,0.31,0.22,0.43,0.28,0.15,0.37,0.83,0.6,0.0,0.33,0.58
yaprm.csv,0.32,0.12,0.25,0.05,0.0,0.26,0.09,0.19,0.4,0.34,0.48,0.05,0.0,0.3,0.0
