,f1,g,recall,precision,pf,wins
adobe-source.csv,0.32,0.31,0.33,0.4,0.16,5
atlc.csv,0.4,0.5,0.63,0.28,0.57,6
ipfilter.csv,0.32,0.41,0.78,0.25,0.83,1
liferea.csv,0.44,0.55,0.54,0.37,0.33,11
miranda-icq.csv,0.38,0.51,0.71,0.26,0.55,9
opensim4opencog.csv,0.47,0.58,0.64,0.33,0.39,13
pclasses.csv,0.2,0.16,0.13,0.27,0.14,0
pfaedit.csv,0.24,0.4,0.35,0.29,0.13,3
psrchive.csv,0.39,0.44,0.59,0.27,0.53,4
theresa.csv,0.36,0.46,0.43,0.3,0.26,7
thrust.csv,0.29,0.34,0.29,0.3,0.25,2
tktoolkit.csv,0.43,0.53,0.73,0.33,0.6,10
tzod.csv,0.4,0.61,0.64,0.29,0.37,12
yaprm.csv,0.29,0.47,0.43,0.3,0.19,8
