,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.15,0.06,0.12,0.33,0.1,0.33,0.22,0.63,0.52,0.41,0.24,0.31
autowikibrowser.csv,0.42,0.46,0.46,0.68,0.34,0.61,0.22,0.51,0.27,0.22,0.41,0.53
cities3d.csv,0.01,0.69,0.09,0.66,0.13,0.28,0.26,0.0,0.24,0.17,0.65,0.0
firebird.csv,0.27,0.43,0.3,0.42,0.1,0.54,0.28,0.81,0.79,0.57,0.38,0.84
hydrogen.csv,0.8,1.0,1.0,1.0,1.0,1.0,0.19,0.07,1.0,1.0,1.0,0.72
lphant.csv,0.42,0.29,0.41,0.36,0.38,0.32,0.26,0.35,0.15,0.43,0.41,0.19
qgo.csv,0.85,0.14,0.83,0.42,0.32,0.9,0.37,0.67,0.97,0.83,0.79,0.41
quickfast.csv,0.69,0.46,0.71,0.24,0.06,0.76,0.34,0.37,0.85,0.93,0.46,0.28
rhex.csv,0.3,0.63,0.39,0.62,0.26,0.49,0.21,0.21,0.0,0.63,0.36,0.34
rocrail.csv,0.31,0.23,0.32,0.89,0.29,0.55,0.21,0.37,0.76,0.26,0.26,0.22
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
yield.csv,0.57,0.54,0.49,0.86,0.21,0.97,0.51,0.86,0.64,0.39,0.61,0.47
