,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,8.0,1.0,0.0,1.0,0.0,4.0,12.0,0.0,3.0,1.0,1.0,1.0
autowikibrowser.csv,3.0,2.0,0.0,4.0,0.0,123.0,16.0,1.0,0.0,1.0,3.0,9.0
cities3d.csv,92.0,8.0,0.0,5.0,0.0,8.0,2.0,52.0,2.0,8.0,22.0,78.0
firebird.csv,16.0,3.0,0.0,0.0,0.0,10.0,17.0,0.0,10.0,2.0,12.0,10.0
hydrogen.csv,12.0,11.0,0.0,8.0,8.0,53.0,0.0,52.0,0.0,15.0,21.0,0.0
lphant.csv,5.0,0.0,0.0,1.0,2.0,26.0,1.0,3.0,0.0,3.0,0.0,0.0
qgo.csv,22.0,0.0,0.0,14.0,1.0,25.0,8.0,9.0,11.0,7.0,6.0,0.0
quickfast.csv,24.0,3.0,0.0,6.0,0.0,48.0,12.0,8.0,0.0,13.0,8.0,0.0
rhex.csv,1.0,6.0,1.0,8.0,7.0,17.0,16.0,9.0,0.0,15.0,6.0,5.0
rocrail.csv,4.0,1.0,1.0,5.0,0.0,23.0,1.0,5.0,6.0,3.0,2.0,3.0
xined.csv,92.0,64.0,329.0,1673.0,130.0,432.0,115.0,0.0,54.0,97.0,101.0,78.0
yield.csv,16.0,3.0,0.0,8.0,0.0,71.0,14.0,0.0,4.0,7.0,13.0,1.0
