,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.69,0.67,0.49,0.62,0.7,0.59,0.44,0.24,0.63,0.76,0.69,0.45,0.53,0.73,0.61
cornerstone.csv,0.04,0.21,0.53,0.02,0.7,0.71,0.31,0.13,0.46,0.78,0.22,0.19,0.73,0.66,0.0
esmf.csv,0.5,0.66,0.25,0.66,0.57,0.48,0.62,0.58,0.63,0.23,0.64,0.52,0.35,0.24,0.44
frogatto.csv,0.73,0.71,0.65,0.65,0.71,0.61,0.76,0.27,0.65,0.54,0.61,0.62,0.69,0.77,0.66
gretl.csv,0.61,0.6,0.45,0.64,0.67,0.65,0.21,0.58,0.68,0.66,0.64,0.63,0.24,0.74,0.62
kindb.csv,0.72,0.37,0.65,0.6,0.52,0.63,0.75,0.38,0.29,0.0,0.55,0.61,0.57,0.83,0.5
libtorrent.csv,0.27,0.65,0.53,0.64,0.4,0.37,0.09,0.6,0.71,0.5,0.73,0.64,0.69,0.41,0.17
mia.csv,0.52,0.21,0.06,0.46,0.26,0.45,0.09,0.6,0.43,0.29,0.55,0.33,0.0,0.67,0.29
open-beos.csv,0.59,0.63,0.6,0.65,0.58,0.45,0.37,0.47,0.72,0.48,0.61,0.51,0.59,0.24,0.37
pidgin.csv,0.38,0.31,0.51,0.52,0.71,0.49,0.24,0.26,0.46,0.24,0.39,0.64,0.54,0.28,0.32
quantlib.csv,0.65,0.0,0.0,0.0,0.0,0.38,0.16,0.13,0.0,0.0,0.59,0.28,0.0,0.0,0.63
riff-evolve.csv,0.43,0.58,0.63,0.48,0.64,0.63,0.74,0.69,0.36,0.24,0.48,0.69,0.62,0.52,0.2
tokratan.csv,0.44,0.63,0.29,0.44,0.68,0.43,0.69,0.34,0.53,0.35,0.58,0.66,0.36,0.71,0.15
upp-mirror.csv,0.4,0.63,0.7,0.39,0.54,0.38,0.16,0.62,0.41,0.24,0.61,0.48,0.51,0.63,0.7
wxcrp.csv,0.62,0.32,0.45,0.21,0.59,0.49,0.52,0.05,0.5,0.49,0.58,0.05,0.57,0.15,0.48
