,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.37,0.88,0.38,0.8,0.67,0.56,0.75,0.75,0.38,0.34,0.74,0.82,0.35,0.83,0.92,0.53,0.4
blue-c.csv,0.82,0.59,0.63,0.48,0.92,0.57,0.47,0.45,0.84,0.73,0.51,0.8,0.55,0.46,0.83,0.45,0.6
factor.csv,0.0,0.89,0.95,0.7,0.75,0.92,0.83,0.5,0.92,0.87,0.5,0.89,0.0,0.5,0.93,0.53,0.5
fltk.csv,0.92,0.53,0.79,0.83,0.8,0.8,0.59,0.5,0.89,0.8,0.81,0.79,0.67,0.52,0.94,0.57,0.67
free-evolution.csv,0.93,0.55,0.63,0.8,0.75,0.92,0.6,0.6,0.94,0.48,0.75,0.86,0.92,0.53,0.89,0.75,0.92
icescrum.csv,0.83,0.8,0.88,0.8,0.89,0.48,0.89,0.73,0.86,0.56,0.76,0.83,0.91,0.65,0.92,0.59,0.83
jbasic.csv,0.77,0.7,0.64,0.5,0.81,0.6,0.75,0.67,0.54,0.47,0.95,0.83,0.88,0.86,0.96,0.83,0.9
kvs.csv,0.84,0.97,0.9,0.0,0.91,0.94,0.86,0.67,0.9,0.86,0.95,0.5,0.84,0.92,0.93,0.64,0.86
monetdb.csv,0.89,0.83,0.67,0.73,0.75,0.61,0.64,0.75,0.83,0.62,0.59,0.83,0.9,0.59,0.96,0.8,0.68
phet.csv,0.4,0.47,0.97,0.42,0.58,0.56,0.53,0.92,0.37,0.42,0.4,0.41,0.42,0.58,0.45,0.46,0.44
projecteqemu.csv,0.9,0.74,0.98,0.86,0.0,0.92,0.87,0.73,0.86,0.92,0.61,0.67,0.83,0.56,0.76,0.77,0.71
repositorium.csv,0.95,0.64,0.37,0.92,0.6,0.65,0.45,0.43,0.53,0.57,0.96,0.5,0.91,0.83,0.92,0.35,0.63
smarttag.csv,0.89,0.77,0.62,0.78,0.92,0.51,0.72,0.77,0.89,0.8,0.6,0.59,0.86,0.94,0.91,0.4,0.61
sumatrapdf.csv,0.57,0.44,0.53,0.64,0.77,0.48,0.48,0.48,0.49,0.66,0.47,0.43,0.65,0.44,0.57,0.36,0.48
voms.csv,0.58,0.62,0.95,0.8,0.88,0.86,0.91,0.0,0.47,0.84,0.57,0.9,0.62,0.59,0.9,0.77,0.9
vrjuggler.csv,0.0,0.82,0.98,0.8,0.93,0.87,0.92,0.0,0.93,0.83,0.78,0.83,0.6,0.74,0.95,0.91,0.71
wheat.csv,0.0,0.41,0.51,0.52,0.54,0.0,0.47,0.5,0.41,0.4,0.38,0.5,0.42,0.4,0.58,0.48,0.45
