,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,15.0,0.0,1.0,1.0,13.0,0.0,0.0,7.0,11.0,1.0,6.0,0.0,0.0,1.0,8.0,2.0,0.0
blue-c.csv,6.0,1.0,6.0,1.0,11.0,0.0,3.0,1.0,4.0,0.0,2.0,0.0,27.0,0.0,3.0,2.0,0.0
factor.csv,95.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,96.0,0.0,5.0,5.0,0.0
fltk.csv,2.0,0.0,18.0,0.0,4.0,0.0,13.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
free-evolution.csv,6.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
icescrum.csv,4.0,0.0,16.0,0.0,8.0,0.0,1.0,0.0,4.0,7.0,2.0,0.0,96.0,1.0,1.0,0.0,0.0
jbasic.csv,1.0,2.0,4.0,0.0,13.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,5.0,1.0,2.0,6.0,2.0
kvs.csv,0.0,2.0,5.0,0.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,5.0,1.0,3.0,3.0,1.0
monetdb.csv,3.0,1.0,4.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
phet.csv,25.0,2.0,0.0,2.0,20.0,0.0,7.0,2.0,14.0,3.0,3.0,0.0,3.0,0.0,15.0,4.0,0.0
projecteqemu.csv,0.0,1.0,2.0,0.0,74.0,0.0,8.0,0.0,7.0,1.0,7.0,1.0,4.0,0.0,1.0,0.0,1.0
repositorium.csv,2.0,2.0,6.0,1.0,21.0,0.0,4.0,0.0,6.0,0.0,3.0,0.0,0.0,6.0,5.0,8.0,0.0
smarttag.csv,4.0,1.0,4.0,0.0,2.0,5.0,3.0,0.0,74.0,1.0,4.0,1.0,3.0,0.0,13.0,0.0,0.0
sumatrapdf.csv,9.0,2.0,30.0,1.0,2.0,0.0,9.0,8.0,10.0,0.0,3.0,2.0,3.0,0.0,7.0,2.0,0.0
voms.csv,8.0,2.0,0.0,0.0,0.0,0.0,1.0,52.0,6.0,3.0,0.0,1.0,1.0,0.0,9.0,1.0,5.0
vrjuggler.csv,95.0,1.0,4.0,0.0,14.0,0.0,6.0,52.0,0.0,1.0,2.0,0.0,27.0,1.0,2.0,0.0,0.0
wheat.csv,95.0,3.0,4.0,0.0,3.0,128.0,1.0,1.0,11.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0
