,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.83,0.9,0.88,0.9,0.79,0.5,0.04,0.85,0.87,0.92,0.84,0.81,0.65,0.91,0.98,0.64,0.59
blue-c.csv,0.89,0.5,0.88,0.04,0.91,0.62,0.62,0.79,0.86,0.59,0.5,0.82,0.85,0.43,0.66,0.54,0.67
factor.csv,1.0,0.94,0.97,0.67,0.89,0.89,0.81,0.6,0.96,0.58,0.98,0.88,1.0,0.94,0.91,0.58,0.02
fltk.csv,0.81,0.11,0.97,0.8,0.89,0.77,0.99,0.73,0.88,0.52,0.68,0.71,0.82,0.57,0.67,0.55,0.69
free-evolution.csv,0.86,0.58,0.96,0.82,0.89,0.86,0.87,0.69,0.78,0.59,0.84,0.91,0.92,0.5,0.18,0.65,0.82
icescrum.csv,0.9,0.8,0.98,0.83,0.9,0.5,0.84,0.74,0.96,0.64,0.7,0.86,1.01,0.66,0.85,0.11,0.88
jbasic.csv,0.68,0.74,0.78,0.93,0.81,0.12,0.73,0.72,0.88,0.51,0.86,0.94,0.93,0.86,0.77,0.71,0.81
kvs.csv,0.05,0.91,0.88,0.97,0.79,0.8,0.92,0.93,0.69,0.85,0.84,0.93,0.84,0.78,0.88,0.67,0.94
monetdb.csv,0.9,0.8,0.92,0.67,0.78,0.75,0.81,0.82,0.94,0.65,0.07,0.82,0.64,0.47,0.68,0.64,0.6
phet.csv,0.97,0.87,0.03,1.0,0.82,0.92,0.79,0.83,0.99,1.01,0.99,0.89,1.0,0.94,0.97,0.81,0.87
projecteqemu.csv,0.8,0.69,0.94,0.8,1.0,0.88,0.9,0.66,0.96,0.68,0.7,0.93,0.91,0.04,0.74,0.6,0.71
repositorium.csv,0.67,0.7,0.9,0.98,0.77,0.66,0.87,0.7,0.75,0.81,0.78,0.77,0.09,0.87,0.77,0.73,1.01
smarttag.csv,0.8,0.67,0.83,0.77,0.79,0.72,0.78,0.07,1.01,0.9,0.78,0.86,0.91,0.56,0.89,0.43,0.68
sumatrapdf.csv,0.54,0.75,0.92,0.72,0.68,0.6,0.86,0.72,0.88,0.06,0.43,0.79,0.63,0.74,0.57,0.55,0.47
voms.csv,0.62,0.69,0.9,0.9,0.11,0.73,0.85,1.0,0.63,0.73,0.69,0.85,0.69,0.64,0.97,0.66,1.01
vrjuggler.csv,1.0,0.84,0.84,0.83,0.91,0.79,0.89,1.0,0.19,0.94,0.68,0.86,1.02,0.68,0.83,0.7,0.66
wheat.csv,1.0,0.67,0.75,0.46,0.69,1.0,0.6,0.66,0.79,0.83,0.74,0.07,0.84,0.6,0.75,0.7,0.92
