,kvs.csv,fltk.csv,phet.csv,blue-c.csv,voms.csv,jbasic.csv,apertium.csv,smarttag.csv,vrjuggler.csv,sumatrapdf.csv,monetdb.csv,wheat.csv,repositorium.csv,projecteqemu.csv,free-evolution.csv,icescrum.csv,factor.csv
apertium.csv,0.49,0.16,0.4,0.12,0.54,0.59,0.97,0.24,0.44,0.35,0.24,0.25,0.55,0.17,0.04,0.46,0.7
blue-c.csv,0.18,0.6,0.25,0.99,0.13,0.48,0.71,0.47,0.22,0.49,0.62,0.22,0.37,0.77,0.41,0.69,0.41
factor.csv,0.0,0.07,0.05,0.38,0.13,0.13,0.24,0.61,0.07,0.47,0.02,0.17,0.0,0.07,0.11,0.51,0.98
fltk.csv,0.24,0.91,0.09,0.24,0.13,0.28,0.22,0.45,0.15,0.53,0.39,0.36,0.22,0.51,0.38,0.52,0.37
free-evolution.csv,0.18,0.6,0.14,0.24,0.13,0.17,0.27,0.4,0.29,0.64,0.22,0.13,0.11,0.67,0.85,0.42,0.24
icescrum.csv,0.12,0.26,0.05,0.2,0.13,0.59,0.19,0.33,0.07,0.5,0.37,0.17,0.0,0.41,0.18,0.91,0.15
jbasic.csv,0.39,0.4,0.38,0.09,0.26,0.9,0.36,0.4,0.33,0.73,0.18,0.09,0.11,0.17,0.28,0.36,0.24
kvs.csv,0.96,0.12,0.17,0.04,0.26,0.25,0.1,0.09,0.36,0.22,0.2,0.09,0.21,0.26,0.15,0.41,0.09
monetdb.csv,0.12,0.25,0.16,0.38,0.26,0.29,0.35,0.25,0.07,0.43,0.95,0.21,0.41,0.63,0.38,0.42,0.5
phet.csv,0.17,0.42,0.98,0.0,0.51,0.38,0.52,0.25,0.09,0.3,0.05,0.38,0.0,0.38,0.2,0.5,0.42
projecteqemu.csv,0.24,0.38,0.09,0.24,0.0,0.16,0.14,0.41,0.07,0.37,0.38,0.09,0.11,0.97,0.31,0.47,0.34
repositorium.csv,0.4,0.48,0.37,0.12,0.54,0.4,0.44,0.59,0.41,0.44,0.27,0.48,0.92,0.28,0.31,0.57,0.31
smarttag.csv,0.24,0.4,0.29,0.27,0.26,0.36,0.32,0.94,0.0,0.12,0.32,0.28,0.11,0.49,0.14,0.72,0.39
sumatrapdf.csv,0.61,0.58,0.23,0.5,0.38,0.5,0.47,0.5,0.33,0.95,0.76,0.39,0.55,0.62,0.62,0.73,0.63
voms.csv,0.56,0.44,0.12,0.12,0.91,0.33,0.19,0.0,0.63,0.36,0.5,0.21,0.4,0.46,0.04,0.42,0.06
vrjuggler.csv,0.0,0.21,0.2,0.2,0.13,0.26,0.14,0.0,0.84,0.07,0.4,0.17,0.11,0.38,0.21,0.37,0.48
wheat.csv,0.0,0.63,0.48,0.61,0.59,0.0,0.68,0.51,0.55,0.5,0.58,0.94,0.48,0.68,0.44,0.55,0.38
