,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.6,0.95,0.99,0.48,0.97,0.83,0.71,0.97
apolloplayer.csv,0.44,0.53,0.41,0.67,0.49,0.4,0.44,0.66
k3d.csv,0.53,0.67,0.92,0.64,0.89,0.76,0.75,0.97
kowari.csv,0.45,0.78,0.95,0.45,0.6,0.57,0.64,0.8
redshell.csv,0.9,0.97,0.45,0.83,0.61,0.4,0.71,0.75
rtb-team.csv,0.93,0.47,0.99,0.5,0.92,0.89,0.88,0.8
xreal.csv,0.97,0.83,0.98,0.71,0.98,0.6,0.57,0.88
