,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.33,0.2,0.2,0.41,0.12,0.2,0.27,0.2
apolloplayer.csv,0.6,0.24,0.52,0.27,0.62,0.62,0.38,0.37
k3d.csv,0.54,0.01,0.02,0.65,0.0,0.15,0.05,0.16
kowari.csv,0.64,0.19,0.04,0.76,0.38,0.36,0.22,0.16
redshell.csv,0.31,0.33,0.71,0.16,0.25,0.82,0.42,0.42
rtb-team.csv,0.04,0.29,0.27,0.14,0.12,0.04,0.32,0.18
xreal.csv,0.14,0.47,0.09,0.05,0.12,0.46,0.54,0.02
