,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.33,0.28,0.0,0.82,0.46,0.79,0.24
amateur-scrolls.csv,0.11,0.0,0.06,0.0,0.0,0.03,0.03
arcallians.csv,0.67,0.02,0.43,0.21,0.33,0.33,0.36
gebr.csv,0.9,0.78,0.53,0.03,0.7,0.82,0.75
jfreereport.csv,0.0,0.12,0.21,0.58,0.26,0.21,0.08
kml.csv,0.46,0.2,0.4,0.11,0.52,0.0,0.29
multitude.csv,0.3,0.5,0.47,0.24,0.65,0.72,0.02
