,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.17,0.63,1.0,0.71,0.32,0.52,0.64
amateur-scrolls.csv,0.29,1.0,0.54,1.0,1.0,0.89,0.86
arcallians.csv,0.15,0.98,0.31,0.85,0.52,0.59,0.6
gebr.csv,0.14,0.55,0.33,0.99,0.37,0.52,0.57
jfreereport.csv,1.0,0.71,0.41,0.49,0.25,0.33,0.29
kml.csv,0.18,0.65,0.4,0.93,0.38,1.0,0.65
multitude.csv,0.21,0.56,0.27,0.85,0.3,0.53,0.98
