,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.69,0.28,0.98,0.56,0.0
chaperon.csv,0.17,0.04,0.18,0.0,0.0
mule.csv,0.0,0.07,0.29,0.12,0.0
springside.csv,0.55,0.01,0.35,0.42,0.25
swtfox.csv,0.43,0.73,0.0,0.5,0.25
