,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.73,0.46,0.44,0.12,1.0
chaperon.csv,0.29,0.2,0.32,1.0,0.28
mule.csv,0.99,0.19,0.38,0.0,0.58
springside.csv,0.73,0.96,0.38,0.29,0.59
swtfox.csv,0.58,0.37,1.0,0.13,0.46
