,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.63,0.51,0.09,0.49,1.0
chaperon.csv,0.22,0.15,0.29,1.0,0.19
mule.csv,0.98,0.15,0.39,0.0,0.46
springside.csv,0.68,0.95,0.41,0.87,0.47
swtfox.csv,0.53,0.46,1.0,0.5,0.34
