,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,1.0,0.0,2.0,0.0,8.0,0.0,0.0,101.0,3.0,4.0,20.0,0.0,0.0,0.0,0.0
aufs.csv,0.0,1.0,4.0,1.0,3.0,12.0,1.0,38.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
bulmages.csv,0.0,1.0,2.0,0.0,4.0,16.0,3.0,1376.0,116.0,0.0,1.0,81.0,1.0,144.0,121.0
coot.csv,2.0,13.0,1.0,0.0,10.0,1.0,0.0,77.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0
emono.csv,0.0,2.0,3.0,1.0,18.0,8.0,1.0,111.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0
extprosys.csv,0.0,1.0,2.0,1.0,11.0,1.0,1.0,310.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0
freelords.csv,0.0,2.0,0.0,1.0,10.0,0.0,0.0,246.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0
jnode.csv,1.0,17.0,2.0,0.0,1.0,0.0,1.0,1376.0,116.0,2.0,147.0,1.0,0.0,144.0,121.0
jruby.csv,4.0,2.0,1.0,1.0,27.0,93.0,0.0,106.0,2.0,10.0,4.0,1.0,2.0,0.0,1.0
jsecurity.csv,0.0,0.0,3.0,1.0,0.0,26.0,1.0,26.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0
matrex.csv,5.0,186.0,1.0,2.0,2.0,1.0,0.0,15.0,0.0,100.0,0.0,0.0,1.0,0.0,3.0
officefloor.csv,150.0,2.0,2.0,1.0,7.0,411.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0
projectfactory.csv,0.0,0.0,2.0,0.0,5.0,1.0,0.0,108.0,5.0,100.0,3.0,0.0,6.0,0.0,2.0
taverna.csv,1.0,7.0,0.0,0.0,4.0,55.0,1.0,136.0,116.0,100.0,0.0,3.0,2.0,0.0,0.0
vxl.csv,0.0,3.0,2.0,1.0,207.0,411.0,1.0,137.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0
