,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.21,0.28,0.3,1.0,0.25,0.03,0.79,0.04,0.38,0.23,0.49,0.44,0.38,0.89,0.66
aufs.csv,0.37,0.52,0.19,0.6,0.43,0.07,0.84,0.06,1.0,0.16,0.59,0.59,0.5,0.89,0.68
bulmages.csv,1.0,0.17,0.38,0.68,0.22,0.03,0.57,0.0,0.0,1.0,0.75,0.0,0.7,0.0,0.0
coot.csv,0.38,0.24,0.52,0.73,0.28,0.04,0.81,0.04,0.38,0.28,0.56,0.53,1.0,0.88,0.72
emono.csv,0.25,0.22,0.35,0.71,0.17,0.01,0.72,0.04,0.27,0.21,0.49,0.46,0.54,0.89,1.0
extprosys.csv,0.24,0.98,0.32,0.73,0.17,0.04,0.73,0.02,0.36,0.13,0.52,0.48,0.39,0.89,0.68
freelords.csv,0.22,0.28,0.42,0.77,0.19,0.04,0.99,0.03,0.34,0.21,0.51,0.44,0.54,0.89,0.62
jnode.csv,0.26,0.15,0.33,0.76,0.33,1.0,0.62,0.0,0.0,0.5,0.0,0.31,0.61,0.0,0.0
jruby.csv,0.25,0.33,0.26,0.67,0.24,0.05,0.8,0.04,0.33,0.09,0.37,0.46,0.33,0.99,0.75
jsecurity.csv,0.35,0.32,0.38,0.67,0.97,0.07,0.75,0.06,0.32,0.31,0.59,0.5,0.6,0.91,0.74
matrex.csv,0.26,0.0,0.29,0.53,0.3,0.09,0.93,0.07,0.67,0.0,1.0,0.52,0.5,0.91,0.12
officefloor.csv,0.0,0.28,0.33,0.79,0.22,0.0,0.67,0.89,0.33,0.22,0.4,0.44,0.55,0.86,0.67
projectfactory.csv,0.21,0.45,0.37,0.75,0.25,0.05,0.78,0.05,0.32,0.0,0.47,1.0,0.45,0.84,0.66
taverna.csv,0.33,0.22,0.96,0.75,0.11,0.02,0.92,0.02,0.0,0.0,0.45,0.47,0.5,0.96,0.5
vxl.csv,1.0,0.33,0.38,0.69,0.0,0.0,0.69,0.03,0.27,0.16,0.32,0.49,0.53,0.88,0.52
